trAnsaCtion_id,STOre_id,CAShiEr_id,transaction_time,item_count,payment_method,uSeD_cOupon,stOre_reGIOn,totAL_aMOunT
TX008724,S002,C017,2025-03-02 20:00:00,13,Credit,False,East,757.0
TX008725,S004,C004,2025-03-13 08:00:00,12,QR,True,South,494.22
TX008726,S003,C010,2025-02-04 20:00:00,6,Points,False,East,80.48
TX008727,S003,C010,2025-03-24 08:00:00,5,Points,False,South,189.42
TX008728,S001,C015,2025-03-17 10:00:00,3,Cash,False,West,106.43
TX008729,S003,C020,2024-12-26 06:00:00,13,Points,False,South,167.42
TX008730,S002,C012,2025-03-27 22:00:00,3,Credit,False,West,75.95
TX008731,S001,C009,2024-12-11 18:00:00,5,Credit,True,North,153.04
TX008732,S002,C003,2025-01-19 14:00:00,4,Cash,True,East,72.2
TX008733,S002,C015,2025-03-19 06:00:00,5,Credit,True,West,52.19
TX008734,S003,C012,2025-04-23 12:00:00,2,QR,False,North,95.7
TX008735,S003,C026,2025-01-16 10:00:00,11,Cash,False,North,578.4
TX008736,S002,C015,2025-02-13 20:00:00,1,Cash,True,West,21.46
TX008737,S003,C026,2025-03-11 12:00:00,5,Points,True,South,50.95
TX008738,S003,C001,2025-03-18 14:00:00,11,Points,False,West,599.47
TX008739,S003,C015,2025-03-23 02:00:00,1,QR,True,East,16.7
TX008740,S004,C011,2025-04-07 22:00:00,3,QR,False,North,90.48
TX008741,S002,C005,2025-04-16 06:00:00,8,Points,False,South,226.39
TX008742,S005,C007,2024-12-07 10:00:00,11,Points,False,West,200.34
TX008743,S002,C012,2025-02-04 06:00:00,8,QR,True,West,319.52
TX008744,S001,C020,2025-03-24 12:00:00,9,Points,False,North,503.34
TX008745,S003,C025,2025-01-26 02:00:00,1,Cash,False,West,35.69
TX008746,S003,C006,2025-04-11 14:00:00,4,QR,True,East,234.58
TX008747,S005,C022,2025-04-07 16:00:00,6,Points,False,South,117.23
TX008748,S001,C003,2024-12-20 18:00:00,7,Credit,False,East,366.98
TX008749,S004,C010,2025-03-07 10:00:00,5,Credit,True,North,114.23
TX008750,S002,C026,2025-03-12 06:00:00,13,QR,True,South,292.85
TX008751,S004,C021,2025-03-25 22:00:00,7,Credit,False,North,111.19
TX008752,S001,C026,2024-12-24 02:00:00,11,Credit,True,North,585.0
TX008753,S005,C022,2025-02-25 18:00:00,10,Cash,True,East,462.53
TX008754,S001,C030,2025-01-13 14:00:00,8,QR,False,South,216.66
TX008755,S005,C004,2024-12-15 22:00:00,10,Credit,False,North,274.71
TX008756,S004,C013,2024-12-11 04:00:00,6,Points,False,East,313.44
TX008757,S004,C019,2025-03-16 18:00:00,11,QR,False,East,620.17
TX008758,S001,C005,2025-04-26 10:00:00,4,QR,False,South,160.49
TX008759,S001,C023,2025-03-27 08:00:00,1,Credit,False,West,30.34
TX008760,S003,C027,2025-02-28 12:00:00,11,Credit,True,West,139.23
TX008761,S005,C022,2025-03-02 04:00:00,5,Cash,False,North,81.64
TX008762,S003,C018,2025-01-09 22:00:00,10,Points,True,West,170.89
TX008763,S002,C001,2025-04-11 22:00:00,10,Cash,True,South,238.4
TX008764,S002,C021,2025-02-25 20:00:00,10,Cash,False,West,228.52
TX008765,S001,C021,2025-04-29 18:00:00,4,Points,True,South,148.58
TX008766,S004,C028,2024-12-07 22:00:00,5,Credit,False,North,286.02
TX008767,S002,C016,2025-03-09 04:00:00,4,Cash,True,West,212.33
TX008768,S002,C016,2025-01-17 00:00:00,9,QR,True,South,319.12
TX008769,S003,C016,2025-01-21 12:00:00,3,Cash,True,South,32.59
TX008770,S003,C028,2024-12-30 16:00:00,3,Points,True,South,40.26
TX008771,S002,C022,2025-02-06 22:00:00,10,Cash,True,East,530.18
TX008772,S001,C019,2025-01-23 20:00:00,7,Cash,True,North,169.27
TX008773,S003,C016,2025-01-06 20:00:00,2,QR,False,South,51.81
TX008774,S002,C001,2025-03-02 00:00:00,9,Points,True,East,152.9
TX008775,S004,C020,2025-01-13 12:00:00,8,QR,False,East,169.25
TX008776,S003,C020,2024-12-12 20:00:00,12,Credit,False,South,268.31
TX008777,S002,C010,2024-12-16 22:00:00,14,Points,True,North,428.47
TX008778,S005,C002,2025-03-28 12:00:00,6,Cash,True,West,246.94
TX008779,S003,C014,2025-01-01 10:00:00,14,QR,True,East,387.21
TX008780,S005,C008,2025-01-18 08:00:00,13,QR,False,South,422.41
TX008781,S003,C006,2025-01-14 12:00:00,9,Points,True,North,171.86
TX008782,S003,C028,2025-04-23 00:00:00,11,QR,False,North,141.01
TX008783,S005,C003,2025-03-20 16:00:00,3,Points,True,South,82.24
TX008784,S001,C016,2025-02-25 00:00:00,4,Credit,True,East,52.5
TX008785,S002,C017,2025-03-18 20:00:00,7,Points,False,West,174.9
TX008786,S001,C012,2025-03-28 12:00:00,1,Points,True,North,51.88
TX008787,S001,C027,2024-12-08 16:00:00,13,Credit,False,West,368.51
TX008788,S002,C019,2025-01-14 00:00:00,1,Credit,True,North,19.66
TX008789,S004,C024,2025-03-09 02:00:00,1,Cash,True,North,55.1
TX008790,S001,C020,2025-01-03 16:00:00,12,QR,True,North,503.61
TX008791,S001,C003,2025-02-08 22:00:00,8,Credit,True,East,475.3
TX008792,S001,C013,2025-03-08 16:00:00,13,Credit,True,East,325.16
TX008793,S004,C016,2025-02-13 00:00:00,6,QR,False,South,120.11
TX008794,S003,C011,2025-03-18 12:00:00,3,QR,False,West,74.69
TX008795,S005,C020,2025-01-05 02:00:00,10,Cash,False,West,506.25
TX008796,S005,C027,2025-04-16 18:00:00,7,Cash,False,South,123.03
TX008797,S004,C016,2025-01-09 06:00:00,6,Points,False,East,132.32
TX008798,S001,C020,2025-02-13 08:00:00,5,Cash,True,West,225.41
TX008799,S005,C002,2025-01-15 12:00:00,3,Credit,True,South,140.7
TX008800,S004,C004,2025-01-22 12:00:00,14,Credit,True,North,811.19
TX008801,S002,C027,2025-04-09 02:00:00,4,QR,True,West,236.03
TX008802,S005,C028,2025-04-07 04:00:00,13,Cash,True,East,561.3
TX008803,S002,C025,2025-02-25 10:00:00,13,Points,False,West,365.82
TX008804,S001,C004,2025-02-03 18:00:00,11,Points,False,North,359.16
TX008805,S005,C028,2025-04-19 14:00:00,11,Points,False,East,351.6
TX008806,S004,C017,2024-12-31 06:00:00,1,Points,False,East,29.37
TX008807,S003,C001,2024-12-10 20:00:00,9,QR,False,South,242.21
TX008808,S005,C001,2025-03-16 02:00:00,5,Cash,True,East,91.98
TX008809,S005,C030,2025-01-15 10:00:00,2,Cash,True,South,56.62
TX008810,S005,C005,2025-03-10 08:00:00,12,Cash,True,East,701.54
TX008811,S005,C022,2025-01-13 10:00:00,11,Cash,True,North,595.19
TX008812,S004,C012,2025-01-22 18:00:00,9,Points,False,North,367.8
TX008813,S004,C006,2025-04-20 00:00:00,12,Points,False,North,235.68
TX008814,S003,C006,2025-02-19 04:00:00,7,QR,True,North,377.53
TX008815,S004,C025,2025-02-18 18:00:00,14,QR,True,North,358.31
TX008816,S004,C017,2025-04-26 12:00:00,14,Points,True,West,522.0
TX008817,S001,C026,2025-02-12 12:00:00,8,Credit,True,North,444.72
TX008818,S001,C022,2025-04-29 08:00:00,13,Cash,True,East,347.55
TX008819,S002,C013,2025-02-03 22:00:00,3,QR,True,South,167.0
TX008820,S003,C008,2025-02-11 12:00:00,14,Points,False,West,304.59
TX008821,S001,C024,2025-01-12 22:00:00,7,Cash,False,East,395.05
TX008822,S003,C012,2025-02-17 02:00:00,11,Cash,False,North,307.27
TX008823,S003,C015,2025-03-29 08:00:00,1,Points,False,North,28.73
TX008824,S005,C019,2025-02-11 02:00:00,6,Credit,True,East,225.9
TX008825,S003,C029,2024-12-09 18:00:00,10,Credit,True,West,273.51
TX008826,S005,C021,2025-03-03 08:00:00,6,QR,True,South,194.99
TX008827,S002,C026,2024-12-18 18:00:00,11,Points,True,South,385.73
TX008828,S002,C020,2025-03-06 08:00:00,10,QR,False,South,345.51
TX008829,S002,C028,2025-03-07 06:00:00,12,Credit,True,South,696.67
TX008830,S005,C017,2025-02-09 18:00:00,6,QR,True,North,144.54
TX008831,S005,C009,2024-12-17 08:00:00,3,QR,False,West,72.69
TX008832,S002,C021,2024-12-02 12:00:00,6,Credit,True,North,311.38
TX008833,S005,C018,2025-01-23 10:00:00,14,Cash,False,West,414.41
TX008834,S004,C028,2025-02-25 06:00:00,3,Cash,True,South,40.98
TX008835,S004,C002,2025-03-03 00:00:00,10,Credit,False,East,340.63
TX008836,S005,C011,2024-12-28 10:00:00,9,Cash,False,East,337.6
TX008837,S005,C023,2025-02-11 02:00:00,7,Points,True,North,286.19
TX008838,S001,C020,2025-02-03 10:00:00,14,Cash,True,East,304.57
TX008839,S001,C017,2025-01-02 14:00:00,13,Credit,False,North,762.62
TX008840,S003,C021,2025-01-23 00:00:00,4,Points,True,North,187.4
TX008841,S003,C018,2024-12-26 12:00:00,3,QR,False,West,138.02
TX008842,S003,C015,2025-03-18 12:00:00,6,Credit,True,South,321.86
TX008843,S002,C007,2025-04-02 12:00:00,9,Credit,False,South,101.76
TX008844,S004,C016,2025-04-02 00:00:00,3,Cash,True,South,121.97
TX008845,S002,C025,2025-02-13 12:00:00,8,Points,False,South,407.13
TX008846,S005,C029,2025-01-24 06:00:00,6,Credit,False,West,70.31
TX008847,S001,C001,2025-02-09 00:00:00,4,Points,True,South,191.23
TX008848,S005,C028,2025-02-24 10:00:00,5,Points,True,South,297.42
TX008849,S005,C018,2025-01-13 06:00:00,3,Cash,False,East,119.01
TX008850,S001,C027,2025-04-28 18:00:00,14,Credit,False,South,437.28
TX008851,S005,C022,2025-04-19 12:00:00,2,Points,False,South,65.36
TX008852,S003,C008,2025-01-22 22:00:00,9,Points,True,North,395.77
TX008853,S001,C007,2025-03-22 00:00:00,13,QR,False,North,500.47
TX008854,S005,C025,2025-01-31 14:00:00,3,Cash,False,South,148.14
TX008855,S003,C030,2025-04-08 18:00:00,6,Credit,True,North,186.49
TX008856,S003,C002,2025-01-09 00:00:00,5,Points,False,East,154.33
TX008857,S004,C012,2024-12-18 14:00:00,10,Cash,True,East,472.98
TX008858,S003,C016,2025-03-05 14:00:00,11,Credit,False,East,465.04
TX008859,S002,C009,2025-02-24 22:00:00,8,Points,True,West,391.24
TX008860,S001,C020,2025-02-05 22:00:00,5,Credit,True,East,271.79
TX008861,S001,C011,2025-01-09 16:00:00,11,Credit,True,South,254.87
TX008862,S001,C015,2025-02-11 18:00:00,8,Cash,True,East,206.01
TX008863,S005,C003,2025-01-08 06:00:00,11,Cash,True,East,399.82
TX008864,S005,C023,2024-12-22 00:00:00,5,QR,True,East,282.61
TX008865,S002,C021,2025-04-09 02:00:00,11,QR,False,East,569.08
TX008866,S003,C013,2025-02-01 14:00:00,10,QR,True,North,334.22
TX008867,S005,C021,2025-04-01 18:00:00,13,Points,False,East,502.53
TX008868,S003,C028,2025-04-28 02:00:00,6,QR,True,East,273.69
TX008869,S003,C013,2025-02-20 16:00:00,5,Credit,True,North,180.67
TX008870,S005,C002,2025-02-10 02:00:00,2,Cash,False,North,29.84
TX008871,S005,C006,2025-04-20 08:00:00,10,Credit,True,West,276.37
TX008872,S002,C006,2024-12-20 14:00:00,10,Cash,False,South,123.81
TX008873,S004,C012,2025-03-21 18:00:00,6,Cash,False,West,260.96
TX008874,S001,C004,2025-01-09 18:00:00,14,Credit,False,North,375.99
TX008875,S005,C005,2025-01-26 12:00:00,7,Credit,True,North,328.43
TX008876,S005,C023,2025-02-25 22:00:00,3,Points,False,North,94.46
TX008877,S003,C030,2024-12-18 22:00:00,3,Cash,False,West,36.84
TX008878,S004,C008,2025-02-10 04:00:00,12,QR,False,East,347.77
TX008879,S005,C006,2024-12-12 04:00:00,7,Points,True,South,146.54
TX008880,S004,C021,2025-02-14 08:00:00,11,QR,True,South,227.86
TX008881,S001,C028,2025-03-07 00:00:00,10,Points,True,East,288.8
TX008882,S003,C003,2025-01-04 02:00:00,4,Cash,True,South,235.67
TX008883,S002,C023,2025-03-31 10:00:00,2,Credit,True,East,116.01
TX008884,S001,C008,2025-03-20 18:00:00,9,Credit,False,West,451.55
TX008885,S004,C019,2025-03-16 18:00:00,14,Cash,False,North,311.83
TX008886,S004,C021,2025-04-23 16:00:00,13,Credit,False,East,626.55
TX008887,S001,C011,2025-04-11 14:00:00,9,Cash,False,East,96.91
TX008888,S004,C018,2024-12-08 02:00:00,6,Cash,True,North,76.9
TX008889,S002,C010,2025-01-16 06:00:00,14,Cash,True,North,725.01
TX008890,S002,C026,2025-03-27 12:00:00,2,Points,True,South,76.42
TX008891,S004,C028,2025-04-02 10:00:00,3,Credit,True,East,86.0
TX008892,S004,C020,2025-01-01 10:00:00,5,Points,False,North,235.11
TX008893,S002,C012,2025-03-28 18:00:00,11,QR,False,South,172.9
TX008894,S004,C020,2025-04-20 00:00:00,11,Cash,False,West,267.68
TX008895,S005,C028,2025-02-28 12:00:00,5,Credit,True,East,231.9
TX008896,S003,C029,2024-12-21 02:00:00,13,QR,False,West,264.66
TX008897,S005,C008,2025-03-20 18:00:00,9,Cash,False,North,360.29
TX008898,S004,C019,2025-02-15 14:00:00,10,QR,True,North,323.83
TX008899,S004,C021,2025-04-12 04:00:00,3,Points,True,East,60.35
TX008900,S003,C016,2024-12-23 02:00:00,2,Points,False,West,108.84
TX008901,S004,C027,2025-03-06 06:00:00,10,Credit,True,North,317.76
TX008902,S003,C021,2025-01-29 06:00:00,8,QR,False,East,319.54
TX008903,S002,C018,2025-03-16 22:00:00,7,QR,False,East,158.56
TX008904,S003,C009,2024-12-06 18:00:00,12,Points,False,East,328.08
TX008905,S003,C004,2024-12-05 16:00:00,9,Points,False,North,112.04
TX008906,S005,C009,2025-03-28 02:00:00,3,Credit,False,North,102.48
TX008907,S004,C025,2024-12-04 04:00:00,6,Cash,True,East,163.45
TX008908,S002,C002,2025-02-05 16:00:00,5,Credit,True,South,132.35
TX008909,S001,C009,2025-04-02 04:00:00,5,Points,True,East,272.49
TX008910,S003,C009,2025-02-25 18:00:00,10,Credit,False,East,451.93
TX008911,S001,C018,2025-01-30 22:00:00,8,Cash,False,East,262.92
TX008912,S004,C011,2025-02-07 16:00:00,1,Points,True,South,19.77
TX008913,S003,C013,2025-02-01 22:00:00,1,Cash,True,West,58.66
TX008914,S001,C006,2024-12-30 06:00:00,3,Credit,True,North,41.21
TX008915,S005,C009,2025-03-21 02:00:00,11,Cash,False,North,184.86
TX008916,S001,C016,2024-12-24 12:00:00,2,Points,True,West,47.03
TX008917,S005,C004,2025-04-14 02:00:00,2,Points,True,East,115.45
TX008918,S002,C002,2024-12-10 02:00:00,2,Cash,False,East,47.89
TX008919,S004,C007,2025-02-23 16:00:00,4,Credit,True,North,138.29
TX008920,S001,C015,2025-03-11 06:00:00,1,Credit,True,East,48.06
TX008921,S003,C025,2025-01-15 06:00:00,10,Credit,False,West,564.59
TX008922,S004,C006,2025-04-27 10:00:00,9,Credit,False,North,362.29
TX008923,S001,C011,2024-12-03 00:00:00,14,QR,True,South,408.99
TX008924,S003,C027,2025-02-09 04:00:00,5,QR,False,East,296.38
TX008925,S003,C030,2025-02-04 20:00:00,5,Cash,True,West,56.54
TX008926,S003,C020,2025-01-31 10:00:00,9,QR,True,North,464.48
TX008927,S003,C017,2024-12-05 16:00:00,14,QR,True,North,334.2
TX008928,S001,C004,2024-12-15 22:00:00,5,QR,True,South,254.36
TX008929,S002,C019,2024-12-20 06:00:00,13,Cash,False,East,235.41
TX008930,S005,C007,2024-12-29 12:00:00,13,QR,False,South,355.43
TX008931,S005,C011,2025-01-09 16:00:00,11,Credit,False,West,140.78
TX008932,S005,C013,2025-01-17 22:00:00,14,Credit,True,North,279.74
TX008933,S002,C027,2025-01-07 20:00:00,8,Cash,True,North,321.12
TX008934,S003,C026,2025-03-15 14:00:00,11,Cash,True,South,528.83
TX008935,S003,C021,2024-12-25 00:00:00,1,Cash,False,South,55.56
TX008936,S004,C028,2025-03-14 00:00:00,1,Points,True,South,15.98
TX008937,S005,C003,2024-12-22 10:00:00,4,QR,True,East,68.11
TX008938,S005,C014,2025-01-14 02:00:00,8,Cash,True,North,455.51
TX008939,S003,C002,2025-01-27 04:00:00,3,Cash,False,East,144.9
TX008940,S005,C029,2025-02-16 08:00:00,1,Cash,True,West,36.99
TX008941,S003,C018,2024-12-20 00:00:00,11,Credit,True,East,372.2
TX008942,S003,C005,2025-03-15 02:00:00,12,Cash,False,South,214.63
TX008943,S003,C013,2025-01-19 14:00:00,9,Credit,False,West,260.69
TX008944,S001,C013,2025-01-06 04:00:00,9,Credit,True,West,257.67
TX008945,S001,C024,2025-02-12 10:00:00,9,Points,True,East,381.76
TX008946,S001,C024,2025-02-24 00:00:00,9,Cash,False,East,359.51
TX008947,S001,C014,2025-04-28 10:00:00,2,Points,False,South,25.97
TX008948,S002,C012,2025-01-03 10:00:00,14,Cash,False,South,733.94
TX008949,S004,C021,2025-01-21 18:00:00,14,QR,True,West,796.28
TX008950,S004,C013,2025-04-29 02:00:00,11,Cash,False,South,539.11
TX008951,S003,C018,2024-12-08 06:00:00,11,Cash,True,North,208.11
TX008952,S005,C013,2025-01-18 14:00:00,11,Cash,False,North,204.69
TX008953,S001,C004,2025-04-10 10:00:00,4,Cash,True,West,185.22
TX008954,S004,C023,2025-04-22 06:00:00,2,Cash,True,East,64.09
TX008955,S004,C030,2024-12-26 16:00:00,7,Cash,False,East,342.58
TX008956,S001,C022,2025-02-14 10:00:00,11,Points,False,North,151.51
TX008957,S002,C010,2024-12-29 12:00:00,3,QR,True,East,137.47
TX008958,S002,C023,2025-01-06 06:00:00,9,Points,False,South,280.84
TX008959,S004,C005,2024-12-15 16:00:00,7,QR,True,North,80.84
TX008960,S002,C018,2024-12-12 12:00:00,8,Points,True,West,298.06
TX008961,S001,C008,2024-12-17 02:00:00,9,Points,False,East,404.57
TX008962,S004,C014,2025-03-11 18:00:00,8,Cash,True,West,291.3
TX008963,S001,C028,2025-03-14 10:00:00,7,Points,False,West,113.01
TX008964,S002,C002,2025-03-09 22:00:00,9,QR,True,East,457.16
TX008965,S001,C028,2025-03-09 16:00:00,11,Credit,True,East,284.4
TX008966,S002,C008,2025-02-17 12:00:00,1,QR,False,North,56.07
TX008967,S002,C016,2025-01-13 16:00:00,11,Points,True,North,608.78
TX008968,S001,C007,2025-04-15 08:00:00,4,Credit,True,West,80.07
TX008969,S002,C003,2025-02-27 18:00:00,4,Cash,True,West,135.27
TX008970,S003,C029,2025-02-15 04:00:00,5,Credit,False,North,84.34
TX008971,S001,C004,2024-12-18 10:00:00,8,Cash,False,West,351.1
TX008972,S003,C029,2025-01-31 16:00:00,10,QR,True,South,525.96
TX008973,S001,C007,2025-02-10 18:00:00,1,Credit,True,East,42.42
TX008974,S002,C004,2025-03-19 04:00:00,6,Credit,True,East,138.14
TX008975,S002,C009,2025-02-18 10:00:00,9,Credit,False,South,124.34
TX008976,S004,C023,2025-03-19 12:00:00,10,Cash,True,North,134.63
TX008977,S004,C017,2025-03-17 04:00:00,8,Cash,True,North,324.37
TX008978,S003,C017,2025-03-22 02:00:00,2,QR,False,West,115.33
TX008979,S002,C020,2025-04-25 06:00:00,7,QR,False,West,313.35
TX008980,S004,C014,2025-02-08 08:00:00,5,Points,True,North,232.66
TX008981,S002,C014,2024-12-12 14:00:00,2,Cash,False,West,52.93
TX008982,S001,C029,2025-02-04 22:00:00,11,QR,True,South,432.32
TX008983,S004,C025,2025-01-15 10:00:00,1,Credit,False,East,25.83
TX008984,S003,C013,2025-02-23 16:00:00,2,Credit,False,South,110.17
TX008985,S004,C004,2025-04-09 10:00:00,11,Credit,False,East,182.88
TX008986,S002,C013,2024-12-05 16:00:00,10,QR,False,East,416.01
TX008987,S005,C021,2024-12-10 06:00:00,6,Credit,True,West,279.25
TX008988,S005,C017,2024-12-01 08:00:00,11,Credit,True,West,494.17
TX008989,S002,C015,2025-03-30 10:00:00,12,Cash,False,East,274.39
TX008990,S001,C030,2025-03-30 18:00:00,8,Cash,True,West,274.41
TX008991,S004,C018,2025-03-11 10:00:00,3,QR,True,South,129.5
TX008992,S005,C011,2025-02-25 08:00:00,5,Cash,True,North,282.74
TX008993,S001,C004,2025-03-24 12:00:00,11,Points,False,West,384.81
TX008994,S002,C028,2025-03-17 20:00:00,2,QR,False,West,50.05
TX008995,S001,C020,2024-12-08 10:00:00,12,Points,True,West,351.91
TX008996,S002,C011,2025-01-21 06:00:00,8,Points,True,North,296.53
TX008997,S004,C010,2025-02-13 04:00:00,4,QR,True,South,235.27
TX008998,S001,C022,2025-01-28 02:00:00,11,Cash,True,East,455.58
TX008999,S004,C013,2025-03-17 02:00:00,10,Cash,False,South,177.37
TX009000,S001,C022,2025-03-17 12:00:00,12,QR,True,West,625.89
TX009001,S002,C008,2025-04-14 06:00:00,6,Points,True,North,114.43
TX009002,S002,C028,2025-02-13 18:00:00,3,QR,True,South,35.81
TX009003,S001,C013,2025-02-19 20:00:00,11,QR,True,West,165.12
TX009004,S002,C009,2025-03-05 06:00:00,8,Credit,True,West,394.45
TX009005,S003,C030,2025-01-25 14:00:00,8,Credit,False,East,440.76
TX009006,S003,C001,2025-01-19 10:00:00,3,Points,False,North,70.23
TX009007,S004,C001,2025-01-19 00:00:00,12,Cash,False,East,418.87
TX009008,S003,C015,2025-01-10 08:00:00,9,Credit,False,South,358.75
TX009009,S003,C022,2025-02-20 18:00:00,10,Credit,False,East,309.35
TX009010,S005,C004,2025-02-19 22:00:00,13,Points,True,South,172.46
TX009011,S005,C027,2025-03-17 18:00:00,5,QR,False,West,64.16
TX009012,S005,C020,2025-01-23 04:00:00,10,Credit,False,North,320.17
TX009013,S005,C001,2025-02-22 00:00:00,9,Cash,False,North,449.04
TX009014,S002,C025,2024-12-24 10:00:00,7,Points,True,West,99.62
TX009015,S004,C012,2025-02-21 02:00:00,10,Credit,True,North,202.84
TX009016,S004,C011,2025-03-03 14:00:00,3,Points,True,East,70.47
TX009017,S003,C019,2025-03-13 06:00:00,6,Credit,True,South,227.74
TX009018,S004,C015,2024-12-02 06:00:00,10,Credit,False,South,121.6
TX009019,S003,C021,2025-03-08 20:00:00,2,Points,False,South,106.0
TX009020,S004,C010,2025-02-16 22:00:00,6,Cash,False,East,201.22
TX009021,S001,C001,2024-12-22 02:00:00,12,Cash,True,South,411.14
TX009022,S001,C024,2025-03-11 22:00:00,5,QR,False,North,131.63
TX009023,S004,C003,2024-12-28 08:00:00,13,Credit,False,South,267.8
TX009024,S002,C014,2025-01-15 06:00:00,3,QR,True,East,84.55
TX009025,S003,C015,2025-02-04 04:00:00,14,Points,True,North,779.38
TX009026,S004,C001,2025-02-22 00:00:00,7,QR,False,West,102.98
TX009027,S003,C010,2025-03-29 08:00:00,11,Points,False,North,143.4
TX009028,S005,C022,2025-04-08 08:00:00,4,Cash,False,East,62.89
TX009029,S004,C001,2025-04-03 12:00:00,11,Points,False,North,537.34
TX009030,S002,C015,2025-03-23 18:00:00,14,Points,False,South,173.89
TX009031,S005,C003,2025-02-09 08:00:00,6,QR,False,East,159.95
TX009032,S004,C021,2025-03-10 08:00:00,9,Credit,True,West,281.19
TX009033,S001,C020,2025-04-23 00:00:00,12,QR,True,South,424.27
TX009034,S004,C023,2024-12-31 10:00:00,14,Cash,False,East,142.24
TX009035,S001,C022,2025-03-11 02:00:00,6,Cash,True,East,206.03
TX009036,S001,C012,2025-01-24 12:00:00,4,Cash,False,West,78.98
TX009037,S004,C019,2025-03-26 10:00:00,10,Credit,False,West,148.94
TX009038,S004,C016,2025-02-02 06:00:00,2,QR,True,East,73.33
TX009039,S001,C027,2025-01-23 04:00:00,9,Points,True,West,424.87
TX009040,S003,C008,2025-04-29 20:00:00,14,Points,False,West,794.32
TX009041,S005,C024,2025-02-27 14:00:00,4,Credit,True,South,222.53
TX009042,S002,C014,2025-02-15 22:00:00,4,Cash,False,East,119.8
TX009043,S004,C018,2025-01-04 14:00:00,2,Credit,True,North,90.41
TX009044,S005,C023,2025-03-25 20:00:00,5,Points,False,South,223.91
TX009045,S005,C030,2024-12-22 04:00:00,13,Cash,True,East,397.87
TX009046,S003,C001,2025-03-08 04:00:00,6,Credit,False,East,89.46
TX009047,S005,C002,2025-04-27 22:00:00,10,Points,True,South,291.0
TX009048,S004,C024,2025-04-26 22:00:00,6,Points,True,West,357.71
TX009049,S005,C012,2025-01-29 02:00:00,3,Credit,True,North,113.26
TX009050,S004,C017,2025-01-18 00:00:00,12,Points,False,North,324.83
TX009051,S004,C002,2025-02-13 22:00:00,14,QR,True,East,660.67
TX009052,S001,C028,2024-12-01 20:00:00,9,QR,True,East,398.85
TX009053,S003,C017,2025-04-16 22:00:00,7,Cash,False,North,272.58
TX009054,S002,C021,2024-12-03 02:00:00,13,QR,False,East,544.33
TX009055,S001,C007,2025-02-18 16:00:00,14,QR,True,North,549.46
TX009056,S002,C006,2025-01-05 00:00:00,3,Credit,True,West,173.44
TX009057,S004,C006,2025-04-20 12:00:00,4,Cash,True,North,141.83
TX009058,S001,C022,2025-03-14 16:00:00,7,Credit,True,North,276.57
TX009059,S005,C008,2025-01-11 06:00:00,11,Credit,False,North,369.41
TX009060,S005,C005,2025-03-16 00:00:00,8,QR,True,East,320.09
TX009061,S002,C015,2024-12-20 16:00:00,6,QR,False,West,327.25
TX009062,S004,C026,2025-02-23 00:00:00,4,Points,False,South,107.95
TX009063,S002,C007,2024-12-19 04:00:00,12,Points,True,South,417.54
TX009064,S003,C003,2025-04-05 20:00:00,2,Cash,False,North,64.86
TX009065,S005,C025,2025-01-08 08:00:00,10,QR,True,East,298.99
TX009066,S001,C010,2025-01-25 04:00:00,8,Points,False,South,408.41
TX009067,S001,C003,2025-01-22 20:00:00,1,Credit,False,South,21.6
TX009068,S001,C030,2025-03-08 06:00:00,9,QR,False,North,314.96
TX009069,S005,C014,2025-02-21 10:00:00,8,Cash,True,North,449.85
TX009070,S004,C022,2024-12-16 16:00:00,3,Cash,False,East,54.19
TX009071,S005,C003,2024-12-22 04:00:00,10,Credit,False,South,102.32
TX009072,S005,C001,2024-12-06 14:00:00,4,Points,False,North,93.04
TX009073,S001,C001,2025-01-21 06:00:00,10,Credit,False,West,561.16
TX009074,S005,C019,2024-12-28 22:00:00,4,Points,False,West,57.52
TX009075,S001,C004,2025-01-25 20:00:00,2,QR,False,West,33.71
TX009076,S004,C030,2025-02-07 08:00:00,12,Cash,True,North,312.2
TX009077,S003,C002,2025-02-11 18:00:00,11,Points,False,East,533.34
TX009078,S001,C025,2025-03-30 08:00:00,10,Credit,False,West,475.64
TX009079,S002,C011,2024-12-25 22:00:00,5,QR,True,West,71.77
TX009080,S003,C024,2025-04-15 10:00:00,13,Points,False,West,737.0
TX009081,S004,C012,2024-12-30 16:00:00,12,QR,False,North,263.29
TX009082,S003,C013,2024-12-22 06:00:00,3,QR,True,North,72.1
TX009083,S001,C016,2025-02-22 22:00:00,12,Credit,True,North,351.85
TX009084,S004,C016,2024-12-30 08:00:00,11,Credit,False,West,458.97
TX009085,S002,C019,2025-04-26 06:00:00,1,QR,False,North,36.07
TX009086,S001,C023,2025-04-08 16:00:00,2,QR,False,North,112.86
TX009087,S001,C020,2025-01-13 14:00:00,11,Points,False,East,420.54
TX009088,S004,C021,2025-02-18 02:00:00,12,Credit,True,North,634.22
TX009089,S004,C020,2025-02-01 22:00:00,7,Points,False,South,97.37
TX009090,S003,C009,2025-04-23 02:00:00,1,Cash,True,North,52.8
TX009091,S002,C016,2024-12-24 14:00:00,12,Points,False,North,238.63
TX009092,S003,C027,2025-03-22 06:00:00,13,QR,True,South,365.66
TX009093,S003,C007,2024-12-09 04:00:00,13,Cash,False,South,337.93
TX009094,S001,C013,2024-12-17 08:00:00,2,Points,True,North,53.73
