StudentID,Gender,Faculty,EducationLevel,GPA,StudyHours,ExtraActHours,NumFriends,LifeSatisfaction,ExerciseFreq,PersonalExpense
STU4077,Female,Education,Grade 6,2.842595551,12,10,6,5,4,6535
STU4078,Male,Education,Grade 6,3.163037923,17,7,15,3,3,10033
STU4079,Female,Business,Grade 6,3.351165729,16,4,9,5,0,10416
STU4080,Male,Arts,Grade 6,2.833774911,19,3,19,1,4,6945
STU4081,Male,Arts,Grade 5,4,17,4,9,1,6,7347
STU4082,Female,Engineering,Grade 6,3.737782243,13,5,1,3,0,4446
STU4083,Male,Engineering,Grade 5,4,19,7,7,1,1,6948
STU4084,Male,Business,Grade 6,2.389279357,9,3,1,4,3,7191
STU4085,Male,Science,Grade 6,3.107652544,11,10,1,5,4,9508
STU4086,Female,Science,Grade 4,2.306493808,22,6,12,4,1,9312
STU4087,Male,Science,Grade 5,2.454263831,11,7,3,2,8,9333
STU4088,Male,Arts,Grade 4,2.836866266,18,5,6,2,2,7419
STU4089,Female,Arts,Grade 5,2.84591075,18,8,13,5,5,8529
STU4090,Female,Education,Grade 6,3.18495185,11,7,19,1,5,12005
STU4091,Female,Arts,Grade 6,2.944670941,23,10,4,3,4,10998
STU4092,Male,Arts,Grade 5,3.399987281,9,8,0,2,2,11538
STU4093,Male,Arts,Grade 4,3.159452521,20,7,0,1,1,9353
STU4094,Male,Business,Grade 5,3.823766574,14,5,18,3,2,11612
STU4095,Female,Arts,Grade 5,3.41440178,20,5,5,5,2,11654
STU4096,Male,Engineering,Grade 6,2.41051971,16,8,15,1,2,10945
STU4097,Male,Engineering,Grade 4,2.927256003,13,4,11,4,3,10264
STU4098,Female,Education,Grade 5,2.960994529,4,4,0,5,2,6411
STU4099,Female,Business,Grade 4,3.219952372,14,3,11,2,3,10726
STU4100,Female,Engineering,Grade 4,3.537639548,11,4,19,5,3,5382
STU4101,Female,Business,Grade 5,3.141302089,10,5,17,5,5,8850
STU4102,Female,Business,Grade 4,3.289080953,14,5,1,3,4,11385
STU4103,Male,Education,Grade 6,2.432886505,20,3,17,2,1,8863
STU4104,Female,Business,Grade 6,2.770399168,19,7,9,3,3,5063
STU4105,Male,Arts,Grade 6,2.043938994,14,4,9,5,5,6478
STU4106,Male,Business,Grade 6,3.220974666,15,2,5,1,4,8615
STU4107,Female,Education,Grade 4,3.420748953,16,2,1,4,3,5356
STU4108,Female,Education,Grade 6,2.34050815,18,4,15,4,4,9765
STU4109,Female,Education,Grade 5,3.079223936,18,2,4,3,6,7525
STU4110,Male,Engineering,Grade 6,2.948861066,11,7,5,1,1,9780
STU4111,Female,Arts,Grade 5,3.844219937,16,7,0,4,1,10069
STU4112,Female,Engineering,Grade 5,2.55281494,15,5,3,1,4,7325
STU4113,Female,Science,Grade 6,3.459078708,17,3,16,3,1,13622
STU4114,Female,Arts,Grade 6,3.571536197,16,9,12,2,0,7209
STU4115,Female,Business,Grade 4,2.902524355,19,6,11,1,4,8318
STU4116,Male,Education,Grade 5,3.146248466,11,7,12,1,1,9438
STU4117,Male,Science,Grade 6,3.53872848,20,6,18,2,2,11152
STU4118,Male,Arts,Grade 4,2.450248466,14,5,15,5,3,9019
STU4119,Female,Engineering,Grade 6,2.786424823,16,7,10,5,2,7686
STU4120,Female,Education,Grade 6,3.093119355,15,4,17,5,2,10909
STU4121,Female,Engineering,Grade 6,4,7,3,17,3,2,8383
STU4122,Male,Arts,Grade 5,2.800114577,10,8,0,5,2,7634
STU4123,Female,Arts,Grade 6,2.86567274,27,9,3,3,2,8920
STU4124,Female,Science,Grade 4,3.77354421,14,1,8,2,5,7720
STU4125,Female,Business,Grade 6,3.331489519,17,2,2,1,1,9489
STU4126,Male,Engineering,Grade 6,4,13,2,7,4,3,8822
STU4127,Female,Science,Grade 4,3.546622677,17,2,8,4,3,8331
STU4128,Male,Education,Grade 4,2.926996772,25,2,17,3,0,8864
STU4129,Female,Business,Grade 5,2.855871865,15,2,4,3,2,6691
STU4130,Male,Science,Grade 5,2.5877028,17,3,4,1,6,9235
STU4131,Male,Engineering,Grade 5,2.347487707,15,7,4,2,3,5205
STU4132,Male,Arts,Grade 5,3.170407812,16,4,15,1,1,4683
STU4133,Female,Education,Grade 4,3.313472082,12,2,4,3,5,8458
STU4134,Female,Engineering,Grade 6,3.373700597,10,2,4,1,2,5507
STU4135,Male,Business,Grade 6,2.938261359,24,2,11,3,3,6297
STU4136,Male,Business,Grade 6,3.965057351,24,4,6,4,1,9687
STU4137,Female,Arts,Grade 5,2.320777491,19,7,2,1,4,9582
STU4138,Female,Arts,Grade 4,2.264165328,8,0,7,2,1,9101
STU4139,Male,Education,Grade 4,2.590189203,11,4,19,4,3,9175
STU4140,Female,Education,Grade 4,3.00297701,12,2,17,2,5,9226
STU4141,Female,Arts,Grade 6,2.451441947,14,5,4,2,0,10337
STU4142,Female,Arts,Grade 5,3.673469431,19,5,5,3,3,8146
STU4143,Female,Business,Grade 4,2.630517303,19,5,5,2,5,6368
STU4144,Male,Arts,Grade 5,2.541230094,13,9,5,5,6,7045
STU4145,Female,Science,Grade 4,3.527539463,21,6,10,2,3,8122
STU4146,Female,Engineering,Grade 5,3.103717902,16,4,12,1,1,8747
STU4147,Male,Arts,Grade 4,3.392350625,13,6,13,3,3,8321
STU4148,Male,Education,Grade 5,2.97620412,15,5,16,3,4,4231
STU4149,Female,Science,Grade 4,3.135876632,15,4,0,5,3,4686
STU4150,Female,Education,Grade 4,2.283225274,20,6,9,3,3,9985
STU4151,Female,Science,Grade 5,2.926079869,16,4,1,3,2,6427
STU4152,Female,Arts,Grade 5,2.475971915,13,6,12,4,4,5835
STU4153,Male,Engineering,Grade 6,3.97719574,18,8,16,4,4,9742
STU4154,Male,Education,Grade 5,3.646410702,14,8,18,4,1,9313
STU4155,Male,Science,Grade 4,2.673038155,15,5,2,5,1,5007
STU4156,Female,Business,Grade 4,2.896222205,17,3,3,3,1,10222
STU4157,Female,Arts,Grade 5,2.919790445,20,4,5,3,0,6716
STU4158,Female,Engineering,Grade 6,4,14,1,12,3,3,5028
STU4159,Female,Arts,Grade 5,3.198199151,10,3,13,2,8,12112
STU4160,Male,Business,Grade 4,2.7860662,12,5,8,3,1,5356
STU4161,Male,Engineering,Grade 4,3.073342588,10,1,14,3,5,5923
STU4162,Female,Business,Grade 6,2.231504531,22,4,5,1,0,11026
STU4163,Male,Arts,Grade 5,2.963163345,20,4,19,1,3,7677
STU4164,Female,Science,Grade 4,2.459552958,16,5,10,3,2,5977
STU4165,Female,Arts,Grade 4,2.076166988,21,9,6,2,6,6920
STU4166,Male,Arts,Grade 4,3.993287063,9,6,17,2,3,7660
STU4167,Female,Arts,Grade 5,2.986503501,9,8,16,5,3,7224
STU4168,Female,Education,Grade 5,2.614206717,13,6,13,5,1,5312
STU4169,Male,Business,Grade 6,2.151410365,13,9,7,3,3,11615
STU4170,Female,Business,Grade 4,2.889442018,19,4,7,4,0,12304
STU4171,Female,Business,Grade 4,2.925411674,15,8,6,2,4,6666
STU4172,Male,Education,Grade 6,3.382525847,10,5,8,4,3,6574
STU4173,Female,Science,Grade 4,2.523082896,18,2,11,5,4,6077
STU4174,Male,Arts,Grade 6,2.733120929,18,5,2,2,5,10554
STU4175,Female,Science,Grade 6,2.537704233,8,11,0,4,7,7593
STU4176,Male,Education,Grade 4,2.890975013,11,8,14,3,2,5303
STU4177,Male,Business,Grade 5,2.003503019,19,8,8,4,4,5148
STU4178,Male,Arts,Grade 5,2.597899563,16,6,16,5,2,7935
STU4179,Female,Engineering,Grade 5,3.314858106,18,3,11,2,1,11297
STU4180,Male,Engineering,Grade 5,2.387277672,19,1,16,2,1,7564
STU4181,Male,Science,Grade 4,3.499752948,15,6,12,2,3,7089
STU4182,Male,Business,Grade 6,3.436680866,11,6,12,3,2,5878
STU4183,Male,Engineering,Grade 6,3.478511712,10,7,14,2,2,7669
STU4184,Male,Science,Grade 4,2.99773843,20,4,17,4,5,7536
STU4185,Female,Education,Grade 5,2.952799901,15,8,14,1,4,8814
STU4186,Female,Science,Grade 6,3.159804648,24,9,17,1,5,7883
STU4187,Female,Science,Grade 4,3.66013343,20,5,4,3,3,8819
STU4188,Female,Science,Grade 4,3.614638555,20,5,6,4,2,8377
STU4189,Female,Arts,Grade 5,2.168882364,17,8,5,3,4,4359
STU4190,Female,Science,Grade 4,2.562847643,17,2,4,1,4,8184
STU4191,Female,Science,Grade 6,2.473030188,17,5,18,2,3,8648
STU4192,Male,Arts,Grade 6,3.363386489,16,5,8,1,2,10205
STU4193,Female,Arts,Grade 4,2.660357377,13,3,10,1,5,8152
STU4194,Male,Education,Grade 6,2.898304664,8,5,2,1,4,6233
STU4195,Male,Business,Grade 4,3.853974275,15,4,6,3,2,3822
STU4196,Female,Engineering,Grade 6,3.560440491,16,7,2,5,4,9515
STU4197,Male,Engineering,Grade 5,3.688099471,15,4,5,3,2,6053
STU4198,Male,Science,Grade 6,2.64152298,13,5,18,5,5,7785
STU4199,Male,Education,Grade 5,1.614290421,14,2,15,3,1,8704
STU4200,Male,Science,Grade 5,2.802237649,17,3,7,1,5,8004
STU4201,Female,Engineering,Grade 4,2.280025578,11,5,18,2,2,8505
STU4202,Female,Arts,Grade 5,2.027975285,13,7,18,4,4,8281
STU4203,Female,Business,Grade 6,3.564336413,19,6,15,5,2,6452
STU4204,Female,Education,Grade 6,2.554075644,12,6,7,3,1,5069
STU4205,Female,Arts,Grade 5,2.5967188,17,4,9,2,1,10569
STU4206,Female,Business,Grade 4,2.817118093,18,8,8,4,1,9597
STU4207,Female,Education,Grade 5,3.82324724,12,3,15,2,3,5944
STU4208,Female,Education,Grade 6,2.91919287,14,6,13,5,3,5357
STU4209,Female,Engineering,Grade 6,3.475794793,17,4,9,5,4,8781
STU4210,Female,Arts,Grade 5,2.842327046,19,5,3,4,3,6390
STU4211,Male,Education,Grade 5,2.209769059,18,3,9,4,2,6178
STU4212,Female,Education,Grade 5,2.405081971,11,7,19,5,5,7236
STU4213,Male,Business,Grade 6,2.998106717,15,7,14,5,5,8288
STU4214,Male,Engineering,Grade 6,3.053817781,19,10,18,1,2,8922
STU4215,Male,Science,Grade 6,3.271354966,15,9,10,4,3,11239
STU4216,Male,Engineering,Grade 4,3.271562408,11,4,19,4,2,10374
STU4217,Female,Science,Grade 6,3.450081367,16,4,13,5,1,5827
STU4218,Male,Arts,Grade 6,2.615423998,15,10,14,3,4,6505
STU4219,Female,Arts,Grade 4,3.913609363,21,6,3,1,0,9353
STU4220,Female,Education,Grade 4,3.959378762,18,4,16,3,2,8112
STU4221,Male,Arts,Grade 4,2.739732164,11,8,0,5,3,9958
STU4222,Female,Education,Grade 4,2.603040359,17,4,18,1,6,6018
STU4223,Male,Engineering,Grade 4,2.107595174,14,9,4,1,1,8092
STU4224,Male,Arts,Grade 4,3.085444564,16,2,17,5,5,8885
STU4225,Female,Engineering,Grade 5,3.226218519,18,7,16,2,4,11270
STU4226,Female,Engineering,Grade 5,2.710336594,16,2,9,2,1,7454
STU4227,Male,Arts,Grade 5,3.141382283,13,8,8,4,4,10024
STU4228,Female,Engineering,Grade 5,2.306093245,15,8,3,5,1,7110
STU4229,Female,Arts,Grade 6,3.483836888,15,2,19,5,3,8321
STU4230,Female,Arts,Grade 4,2.734511068,15,5,18,3,6,6507
STU4231,Male,Arts,Grade 6,3.144379827,13,6,2,5,6,8002
STU4232,Male,Science,Grade 4,3.105078524,8,4,17,2,3,6681
STU4233,Female,Engineering,Grade 4,2.019779087,9,5,2,5,3,8570
STU4234,Female,Business,Grade 6,3.417016233,16,4,7,3,3,6038
STU4235,Female,Arts,Grade 5,2.607778333,18,1,4,4,2,6013
STU4236,Female,Engineering,Grade 6,3.101252338,14,2,0,1,4,5084
STU4237,Female,Education,Grade 6,2.295059808,22,3,17,4,8,10879
STU4238,Male,Arts,Grade 4,2.760311406,19,6,13,3,1,11623
STU4239,Female,Arts,Grade 4,3.181624433,17,4,6,5,3,10552
STU4240,Male,Business,Grade 4,2.460348606,9,6,8,2,6,10464
STU4241,Female,Science,Grade 5,2.487736928,13,10,13,5,4,5370
STU4242,Male,Science,Grade 6,3.062534057,21,6,15,1,2,6277
STU4243,Female,Arts,Grade 6,2.916242773,16,7,15,2,1,9828
STU4244,Male,Engineering,Grade 5,3.174652308,10,7,5,4,0,6810
STU4245,Female,Education,Grade 6,2.816096339,24,10,6,3,4,7897
STU4246,Male,Education,Grade 6,3.320749289,13,6,0,4,3,5430
STU4247,Male,Engineering,Grade 4,2.716522288,13,6,10,1,4,8600
STU4248,Male,Arts,Grade 5,3.298532293,12,7,8,1,2,12647
STU4249,Male,Education,Grade 4,2.546609108,19,5,0,5,1,10423
STU4250,Male,Science,Grade 5,2.694504522,17,10,17,5,5,8381
STU4251,Male,Engineering,Grade 4,3.365335453,8,5,9,5,3,5636
STU4252,Female,Business,Grade 6,2.742809699,14,6,12,1,5,5384
STU4253,Male,Arts,Grade 5,2.414384832,18,2,4,2,1,9018
STU4254,Female,Engineering,Grade 5,3.865057937,18,7,7,4,1,6640
STU4255,Female,Education,Grade 4,2.982433333,19,5,12,4,1,8196
STU4256,Female,Arts,Grade 5,3.235726039,16,6,15,3,3,5085
STU4257,Female,Science,Grade 6,1.868959852,10,3,6,3,3,7185
STU4258,Female,Arts,Grade 6,3.66590429,22,5,7,2,1,7146
STU4259,Male,Arts,Grade 6,4,10,5,17,5,6,7375
STU4260,Male,Science,Grade 4,3.621091227,18,12,8,5,5,11328
STU4261,Male,Science,Grade 5,3.692351352,18,8,10,2,4,6676
STU4262,Female,Arts,Grade 4,2.795615059,8,5,16,4,4,7303
STU4263,Male,Science,Grade 6,3.125911507,24,1,13,5,1,8042
STU4264,Male,Engineering,Grade 5,3.244038576,20,4,1,4,2,7864
STU4265,Male,Science,Grade 6,2.65119498,21,6,14,1,5,13187
STU4266,Male,Science,Grade 5,2.937970286,9,5,17,3,1,8284
STU4267,Male,Arts,Grade 5,2.499503457,19,7,4,5,1,8630
STU4268,Female,Engineering,Grade 4,2.802246885,17,2,0,3,7,5638
STU4269,Male,Business,Grade 5,3.420445785,13,8,15,2,2,8247
STU4270,Female,Business,Grade 6,2.117118767,10,6,11,1,4,8281
STU4271,Female,Education,Grade 5,3.476551804,18,3,13,5,2,9585
STU4272,Female,Science,Grade 6,2.211319696,17,3,16,5,5,8339
STU4273,Female,Science,Grade 4,3.026228134,14,5,0,4,3,6497
STU4274,Female,Engineering,Grade 6,3.071717569,18,4,13,3,3,9813
STU4275,Male,Business,Grade 5,3.286408111,10,5,14,1,6,7593
STU4276,Male,Education,Grade 6,2.909729884,16,3,11,4,2,9505
STU4277,Male,Engineering,Grade 6,2.477652759,15,5,16,1,2,7067
STU4278,Female,Science,Grade 5,3.092254723,12,3,8,1,2,5394
STU4279,Male,Business,Grade 6,4,17,6,2,2,6,10217
STU4280,Male,Education,Grade 5,2.992795421,12,4,11,2,4,9271
STU4281,Female,Arts,Grade 4,2.559311718,16,2,12,4,3,11153
STU4282,Female,Business,Grade 6,2.766428278,19,4,1,4,2,9002
STU4283,Female,Education,Grade 4,3.075118985,17,7,14,4,2,4344
STU4284,Female,Engineering,Grade 6,2.865689358,7,9,1,1,5,7687
STU4285,Male,Arts,Grade 6,2.796209286,8,7,4,5,2,9739
STU4286,Female,Education,Grade 4,3.663716059,13,9,8,2,2,9097
STU4287,Female,Education,Grade 6,3.258640858,12,2,13,5,2,6570
STU4288,Male,Science,Grade 6,2.940740318,18,8,12,3,4,4403
STU4289,Male,Business,Grade 4,2.944570711,18,5,3,2,4,6185
STU4290,Female,Science,Grade 6,3.086589416,17,7,7,3,3,7169
STU4291,Male,Arts,Grade 5,3.280157173,12,3,6,3,3,8120
STU4292,Female,Education,Grade 6,3.641157478,11,3,16,4,4,11167
STU4293,Female,Science,Grade 6,2.794043856,16,11,5,1,4,7096
STU4294,Male,Business,Grade 6,2.502789417,13,5,7,5,4,6013
STU4295,Male,Arts,Grade 4,2.721946156,18,4,7,3,4,6583
STU4296,Female,Engineering,Grade 5,2.562203895,14,7,12,4,2,10805
STU4297,Female,Science,Grade 5,2.236996273,14,8,7,1,3,10657
STU4298,Female,Arts,Grade 6,3.705299708,18,1,4,2,2,11031
STU4299,Male,Engineering,Grade 4,3.427293063,10,5,8,3,4,7305
STU4300,Female,Science,Grade 4,1.858241528,16,4,19,4,2,5702
STU4301,Female,Arts,Grade 5,3.108973434,11,4,1,4,1,6823
STU4302,Female,Arts,Grade 4,2.81163269,14,2,2,4,1,11351
STU4303,Female,Science,Grade 6,2.752045835,19,7,3,2,4,4458
STU4304,Female,Arts,Grade 6,1.756739264,13,9,18,1,5,10448
STU4305,Male,Education,Grade 4,2.98737829,17,13,6,5,3,4234
STU4306,Female,Science,Grade 6,3.038465296,12,6,8,5,3,5244
STU4307,Female,Arts,Grade 5,2.411552227,20,7,5,3,7,7602
STU4308,Female,Engineering,Grade 6,3.811373077,11,4,2,1,7,7968
STU4309,Female,Engineering,Grade 4,3.395674565,16,4,13,3,1,5929
STU4310,Male,Education,Grade 5,2.466831865,14,5,12,5,4,8094
STU4311,Male,Science,Grade 6,3.511525187,20,2,12,2,2,3707
STU4312,Male,Arts,Grade 5,2.767223006,15,4,0,1,2,7897
STU4313,Female,Arts,Grade 4,3.52755416,20,2,14,1,3,6302
STU4314,Female,Engineering,Grade 6,2.278551228,17,6,4,3,3,6459
STU4315,Male,Education,Grade 6,3.085030861,14,8,1,3,1,6988
STU4316,Male,Engineering,Grade 5,2.391864981,20,4,4,2,4,8229
STU4317,Male,Engineering,Grade 6,2.581313769,19,3,16,1,1,10618
STU4318,Female,Education,Grade 6,2.03416771,13,1,0,5,2,7534
STU4319,Female,Science,Grade 6,2.382772108,14,6,3,5,0,9509
STU4320,Male,Arts,Grade 6,2.379851845,17,7,14,4,4,4910
STU4321,Male,Science,Grade 4,2.317324634,18,7,14,5,5,7537
STU4322,Male,Business,Grade 6,3.094307328,19,1,15,4,3,10468
STU4323,Female,Business,Grade 5,2.116905126,19,5,12,4,2,7945
STU4324,Female,Business,Grade 4,3.149405179,15,5,13,3,3,6291
STU4325,Female,Education,Grade 5,3.502945516,15,3,1,5,5,7989
STU4326,Male,Engineering,Grade 5,2.555472342,11,0,9,4,5,6412
STU4327,Male,Science,Grade 5,2.957526259,14,3,4,5,5,10698
STU4328,Female,Arts,Grade 4,2.832178008,12,4,2,5,2,7975
STU4329,Male,Business,Grade 4,2.794242877,16,9,19,5,3,6144
STU4330,Female,Science,Grade 4,1.722253969,15,4,10,2,4,8215
STU4331,Male,Business,Grade 6,2.436595513,18,2,12,4,2,11405
STU4332,Male,Business,Grade 5,3.730713059,15,4,1,5,1,7369
STU4333,Male,Arts,Grade 4,3.161921862,8,7,6,3,6,7951
STU4334,Male,Education,Grade 5,2.879312414,10,10,2,2,3,6066
STU4335,Female,Engineering,Grade 4,1.989632861,15,5,12,4,2,9540
STU4336,Male,Education,Grade 4,3.296584238,15,8,5,1,4,8017
STU4337,Female,Science,Grade 4,2.544173431,12,1,8,4,4,6559
STU4338,Female,Education,Grade 5,2.381265789,13,4,19,2,5,9562
STU4339,Female,Science,Grade 6,2.43138818,15,7,1,3,3,7388
STU4340,Male,Science,Grade 4,3.255323704,14,5,11,2,2,10640
STU4341,Female,Engineering,Grade 4,2.964519163,17,7,14,5,5,3356
STU4342,Female,Arts,Grade 4,3.432298608,14,3,15,2,4,7952
STU4343,Female,Engineering,Grade 6,3.562860619,19,3,2,1,5,7282
STU4344,Male,Education,Grade 5,2.630266112,17,4,13,1,4,6777
STU4345,Male,Science,Grade 5,2.978652386,15,6,0,5,2,11023
STU4346,Female,Business,Grade 5,2.84849187,17,6,15,5,3,8496
STU4347,Male,Business,Grade 5,2.319101068,15,6,5,1,2,8024
STU4348,Female,Science,Grade 4,2.391040431,9,8,14,3,2,11198
STU4349,Female,Engineering,Grade 6,2.91791405,17,5,14,2,0,8229
STU4350,Male,Arts,Grade 4,2.971467174,17,5,2,1,1,7276
STU4351,Female,Engineering,Grade 6,2.972558411,25,6,3,5,4,8860
STU4352,Male,Science,Grade 5,2.97334241,11,5,16,5,6,1549
STU4353,Male,Science,Grade 6,2.592002854,13,5,12,3,2,9101
STU4354,Female,Arts,Grade 4,4,16,4,1,4,3,7079
STU4355,Male,Education,Grade 4,3.115901653,22,5,0,5,5,5040
STU4356,Male,Education,Grade 5,2.712236416,12,7,19,3,3,8032
STU4357,Female,Arts,Grade 4,3.201158218,13,3,5,1,4,8501
STU4358,Female,Education,Grade 4,2.574387779,14,7,4,4,6,11491
STU4359,Male,Business,Grade 6,3.013368049,14,8,5,1,5,6089
STU4360,Male,Education,Grade 4,3.200347889,18,4,17,3,3,8325
STU4361,Female,Education,Grade 5,3.275468325,16,5,0,1,7,8814
STU4362,Male,Education,Grade 5,2.371342088,16,7,12,2,0,8430
STU4363,Male,Business,Grade 4,4,13,2,5,3,1,8324
STU4364,Male,Education,Grade 5,3.590900953,19,5,19,4,2,8447
STU4365,Male,Business,Grade 6,4,17,3,11,5,3,5440
STU4366,Male,Arts,Grade 6,2.871942,13,7,9,1,5,9678
STU4367,Male,Engineering,Grade 4,3.123396049,18,4,18,3,3,10020
STU4368,Male,Arts,Grade 4,3.018229699,13,1,2,1,4,7054
STU4369,Female,Engineering,Grade 6,2.726470361,14,9,14,3,5,7515
STU4370,Female,Arts,Grade 5,3.37880446,17,6,13,3,1,6679
STU4371,Female,Engineering,Grade 4,2.55817434,8,1,3,4,1,4252
STU4372,Female,Engineering,Grade 4,3.349125468,9,3,6,1,1,8911
STU4373,Female,Science,Grade 5,2.750954348,11,2,9,1,8,7595
STU4374,Male,Engineering,Grade 4,3.199513888,14,3,13,3,1,9136
STU4375,Male,Engineering,Grade 5,3.730816054,17,10,1,2,4,8453
STU4376,Male,Science,Grade 5,2.933493218,13,3,0,5,3,5902
STU4377,Male,Education,Grade 5,3.390111892,16,1,15,5,1,7146
STU4378,Female,Education,Grade 5,2.745547958,12,0,15,2,0,8434
STU4379,Male,Science,Grade 5,2.40933301,17,4,12,4,2,5048
STU4380,Male,Business,Grade 6,3.830864565,15,5,0,2,1,10811
STU4381,Female,Engineering,Grade 5,3.373854576,11,4,5,2,4,8645
STU4382,Male,Engineering,Grade 6,2.932789712,19,2,3,4,4,6215
STU4383,Male,Science,Grade 5,3.348204329,9,4,1,3,5,6477
STU4384,Female,Science,Grade 4,2.491802511,15,4,6,1,0,6935
STU4385,Male,Business,Grade 6,3.221119772,13,4,13,5,5,7600
STU4386,Male,Education,Grade 4,3.108502499,13,3,0,5,3,6355
STU4387,Male,Arts,Grade 5,3.325272074,19,4,9,5,4,8535
STU4388,Male,Education,Grade 5,3.820865435,19,4,5,2,6,8135
STU4389,Male,Engineering,Grade 4,3.724123008,18,9,7,3,6,10201
STU4390,Female,Science,Grade 5,2.305580387,11,5,8,3,0,4831
STU4391,Female,Business,Grade 4,2.002376708,23,5,10,2,1,9761
STU4392,Female,Education,Grade 5,3.122854969,17,4,5,4,0,10003
STU4393,Female,Business,Grade 5,3.084669023,18,6,7,4,3,12337
STU4394,Female,Education,Grade 6,2.431920359,11,3,15,3,6,11262
STU4395,Female,Engineering,Grade 4,2.519614992,15,6,16,2,4,6815
STU4396,Male,Arts,Grade 5,2.614823312,18,5,6,5,1,7861
STU4397,Female,Business,Grade 4,3.667514333,19,3,7,1,3,15457
STU4398,Female,Business,Grade 6,2.76375182,17,6,7,3,2,5208
STU4399,Male,Arts,Grade 4,2.248060046,10,9,9,5,5,10666
STU4400,Male,Business,Grade 6,2.967784177,12,3,8,3,5,8922
STU4401,Female,Business,Grade 4,2.998635777,11,6,18,1,3,8540
STU4402,Male,Education,Grade 4,2.483942936,14,9,9,4,3,8893
STU4403,Female,Education,Grade 6,3.295194396,12,1,16,3,1,6460
STU4404,Male,Arts,Grade 5,3.56861952,12,5,8,2,0,8685
STU4405,Female,Engineering,Grade 5,2.822312454,10,9,13,4,3,6066
STU4406,Male,Business,Grade 5,2.24804486,15,9,1,4,4,8881
STU4407,Male,Engineering,Grade 4,2.863127419,14,6,2,5,1,6628
STU4408,Female,Arts,Grade 4,3.150836631,17,5,19,2,6,8996
STU4409,Female,Arts,Grade 5,1.921045285,14,3,8,3,5,7003
STU4410,Female,Education,Grade 4,3.240758477,11,7,18,3,2,8422
STU4411,Female,Business,Grade 4,2.812501176,13,11,17,2,1,6001
STU4412,Female,Science,Grade 5,3.021858726,14,5,17,4,2,5036
STU4413,Male,Arts,Grade 6,2.855188486,23,5,10,3,2,5732
STU4414,Female,Business,Grade 4,2.623280105,16,11,8,3,0,5767
STU4415,Female,Engineering,Grade 4,2.944504182,10,7,11,3,3,10610
STU4416,Male,Education,Grade 4,2.745539869,16,7,7,1,1,8261
STU4417,Male,Engineering,Grade 4,2.821209513,19,2,17,2,2,6801
STU4418,Female,Arts,Grade 6,2.559790994,12,4,7,1,5,6067
STU4419,Male,Arts,Grade 5,3.268387493,16,9,3,1,3,6243
STU4420,Male,Engineering,Grade 4,3.618399271,16,2,5,5,3,11308
STU4421,Female,Arts,Grade 5,2.563361239,17,5,15,3,5,10985
STU4422,Male,Business,Grade 4,2.941592476,16,7,12,1,3,7756
STU4423,Male,Arts,Grade 6,2.452403034,15,4,15,2,3,10199
STU4424,Female,Education,Grade 5,3.194016844,14,2,19,5,2,11568
STU4425,Female,Business,Grade 6,3.112121519,11,7,17,5,2,5337
STU4426,Male,Science,Grade 4,2.710518689,17,1,7,4,4,8708
STU4427,Male,Arts,Grade 6,2.958625508,17,5,0,4,2,7349
STU4428,Female,Arts,Grade 6,3.432637802,16,5,5,5,2,6539
STU4429,Male,Education,Grade 4,2.196314215,11,4,17,2,3,9101
STU4430,Male,Education,Grade 4,2.354088377,15,5,1,1,5,8836
STU4431,Male,Engineering,Grade 5,3.2909173,16,6,7,4,3,7055
STU4432,Female,Engineering,Grade 4,3.027238923,16,8,5,1,2,8820
STU4433,Male,Engineering,Grade 5,2.96491665,16,4,5,2,4,7609
STU4434,Male,Education,Grade 6,3.471492943,18,6,13,1,2,9456
STU4435,Female,Engineering,Grade 6,3.352216987,17,5,2,5,1,8800
STU4436,Male,Engineering,Grade 5,3.857552027,17,3,17,4,3,10143
STU4437,Male,Science,Grade 4,3.4474683,13,4,4,2,1,12015
STU4438,Female,Engineering,Grade 4,3.262862756,20,6,15,5,1,5534
STU4439,Female,Arts,Grade 6,2.973019652,14,9,17,2,2,10459
STU4440,Female,Education,Grade 5,2.927918343,12,8,8,4,2,6893
STU4441,Female,Business,Grade 6,2.998379951,15,4,0,1,5,6525
STU4442,Male,Science,Grade 6,3.111489928,16,0,10,2,3,10993
STU4443,Male,Education,Grade 4,2.396634509,12,4,7,4,2,7194
STU4444,Female,Education,Grade 5,3.13179704,17,7,7,5,3,2269
STU4445,Female,Arts,Grade 6,2.878336753,15,2,12,4,5,4331
STU4446,Male,Engineering,Grade 4,3.178525408,15,4,7,1,2,8820
STU4447,Female,Arts,Grade 6,2.711162347,11,4,15,4,1,7222
STU4448,Male,Engineering,Grade 6,2.67028747,24,1,17,5,2,7455
STU4449,Female,Engineering,Grade 4,3.115357161,15,3,8,5,5,7795
STU4450,Male,Education,Grade 4,3.238635219,15,3,11,2,1,5727
STU4451,Female,Engineering,Grade 5,2.698032954,15,1,2,5,1,10478
STU4452,Female,Science,Grade 6,3.659603592,17,2,0,3,4,10456
STU4453,Male,Science,Grade 5,3.65617471,19,12,19,5,2,12403
STU4454,Female,Science,Grade 4,2.208836888,14,7,19,1,3,6387
STU4455,Male,Education,Grade 4,2.611486525,13,6,8,5,2,7168
STU4456,Male,Arts,Grade 6,3.058103762,17,6,7,2,4,6631
STU4457,Male,Business,Grade 5,3.185385674,19,4,12,5,2,7663
